,image_path,mask_path,mask
451,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_20.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_20_mask.tif,0
452,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_25.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_25_mask.tif,0
453,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_34.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_34_mask.tif,0
454,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_29.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_29_mask.tif,0
455,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_22.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_22_mask.tif,0
456,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_8.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_8_mask.tif,0
457,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_35.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_35_mask.tif,0
458,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_33.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_33_mask.tif,0
459,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_2.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_2_mask.tif,0
460,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_6.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_6_mask.tif,0
461,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_28.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_28_mask.tif,0
462,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_26.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_26_mask.tif,0
463,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_27.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_27_mask.tif,0
464,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_4.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_4_mask.tif,0
465,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_31.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_31_mask.tif,0
466,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_21.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_21_mask.tif,0
467,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_32.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_32_mask.tif,0
468,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_5.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_5_mask.tif,0
469,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_3.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_3_mask.tif,0
470,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_36.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_36_mask.tif,0
471,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_7.tif,./data/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_7_mask.tif,0
472,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_34.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_34_mask.tif,0
473,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_12.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_12_mask.tif,0
474,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_8.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_8_mask.tif,0
475,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_2.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_2_mask.tif,0
476,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_19.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_19_mask.tif,0
477,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_33.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_33_mask.tif,0
478,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_35.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_35_mask.tif,0
479,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_29.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_29_mask.tif,1
480,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_16.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_16_mask.tif,0
481,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_17.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_17_mask.tif,0
482,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_36.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_36_mask.tif,0
483,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_1.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_1_mask.tif,0
484,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_7.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_7_mask.tif,0
485,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_27.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_27_mask.tif,1
486,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_5.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_5_mask.tif,0
487,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_22.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_22_mask.tif,0
488,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_24.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_24_mask.tif,0
489,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_15.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_15_mask.tif,0
490,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_3.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_3_mask.tif,0
491,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_30.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_30_mask.tif,1
492,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_11.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_11_mask.tif,0
493,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_23.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_23_mask.tif,0
494,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_4.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_4_mask.tif,0
495,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_26.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_26_mask.tif,1
496,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_28.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_28_mask.tif,1
497,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_9.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_9_mask.tif,0
498,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_20.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_20_mask.tif,0
499,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_32.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_32_mask.tif,0
500,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_13.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_13_mask.tif,0
501,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_10.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_10_mask.tif,0
502,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_6.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_6_mask.tif,0
503,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_18.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_18_mask.tif,0
504,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_14.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_14_mask.tif,0
505,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_31.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_31_mask.tif,1
506,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_25.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_25_mask.tif,1
507,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_21.tif,./data/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_21_mask.tif,0
508,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_26.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_26_mask.tif,1
509,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_10.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_10_mask.tif,0
510,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_22.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_22_mask.tif,1
511,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_9.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_9_mask.tif,0
512,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_16.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_16_mask.tif,0
513,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_27.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_27_mask.tif,1
514,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_33.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_33_mask.tif,0
515,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_18.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_18_mask.tif,0
516,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_7.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_7_mask.tif,0
517,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_36.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_36_mask.tif,0
518,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_5.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_5_mask.tif,0
519,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_19.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_19_mask.tif,0
520,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_28.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_28_mask.tif,1
521,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_29.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_29_mask.tif,1
522,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_31.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_31_mask.tif,1
523,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_34.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_34_mask.tif,0
524,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_32.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_32_mask.tif,0
525,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_35.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_35_mask.tif,0
526,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_30.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_30_mask.tif,1
527,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_13.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_13_mask.tif,0
528,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_15.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_15_mask.tif,0
529,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_20.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_20_mask.tif,0
530,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_3.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_3_mask.tif,0
531,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_2.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_2_mask.tif,0
532,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_21.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_21_mask.tif,0
533,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_12.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_12_mask.tif,0
534,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_11.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_11_mask.tif,0
535,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_6.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_6_mask.tif,0
536,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_4.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_4_mask.tif,0
537,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_25.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_25_mask.tif,1
538,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_1.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_1_mask.tif,0
539,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_8.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_8_mask.tif,0
540,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_14.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_14_mask.tif,0
541,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_17.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_17_mask.tif,0
542,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_24.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_24_mask.tif,1
543,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_23.tif,./data/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_23_mask.tif,1
544,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_15.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_15_mask.tif,0
545,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_1.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_1_mask.tif,0
546,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_16.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_16_mask.tif,0
547,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_13.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_13_mask.tif,0
548,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_10.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_10_mask.tif,0
549,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_18.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_18_mask.tif,1
550,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_14.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_14_mask.tif,0
551,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_19.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_19_mask.tif,1
552,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_11.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_11_mask.tif,0
553,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_12.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_12_mask.tif,0
554,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_17.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_17_mask.tif,1
555,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_36.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_36_mask.tif,0
556,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_5.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_5_mask.tif,0
557,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_9.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_9_mask.tif,0
558,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_22.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_22_mask.tif,1
559,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_21.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_21_mask.tif,1
560,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_3.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_3_mask.tif,0
561,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_6.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_6_mask.tif,0
562,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_20.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_20_mask.tif,1
563,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_24.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_24_mask.tif,1
564,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_28.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_28_mask.tif,1
565,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_31.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_31_mask.tif,1
566,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_7.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_7_mask.tif,0
567,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_4.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_4_mask.tif,0
568,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_29.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_29_mask.tif,1
569,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_35.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_35_mask.tif,0
570,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_32.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_32_mask.tif,0
571,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_2.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_2_mask.tif,0
572,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_25.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_25_mask.tif,1
573,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_27.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_27_mask.tif,1
574,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_26.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_26_mask.tif,1
575,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_30.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_30_mask.tif,1
576,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_8.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_8_mask.tif,0
577,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_34.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_34_mask.tif,0
578,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_33.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_33_mask.tif,0
579,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_23.tif,./data/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_23_mask.tif,1
580,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_22.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_22_mask.tif,1
581,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_23.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_23_mask.tif,1
582,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_6.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_6_mask.tif,0
583,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_43.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_43_mask.tif,0
584,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_42.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_42_mask.tif,0
585,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_31.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_31_mask.tif,1
586,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_24.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_24_mask.tif,1
587,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_41.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_41_mask.tif,0
588,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_4.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_4_mask.tif,0
589,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_1.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_1_mask.tif,0
590,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_37.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_37_mask.tif,0
591,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_32.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_32_mask.tif,0
592,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_16.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_16_mask.tif,1
593,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_38.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_38_mask.tif,0
594,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_49.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_49_mask.tif,0
595,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_48.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_48_mask.tif,0
596,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_50.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_50_mask.tif,0
597,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_21.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_21_mask.tif,1
598,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_7.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_7_mask.tif,0
599,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_44.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_44_mask.tif,0
600,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_36.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_36_mask.tif,0
601,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_28.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_28_mask.tif,1
602,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_13.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_13_mask.tif,1
603,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_10.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_10_mask.tif,0
604,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_5.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_5_mask.tif,0
605,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_27.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_27_mask.tif,1
606,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_47.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_47_mask.tif,0
607,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_8.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_8_mask.tif,0
608,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_3.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_3_mask.tif,0
609,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_52.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_52_mask.tif,0
610,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_14.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_14_mask.tif,1
611,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_33.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_33_mask.tif,0
612,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_45.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_45_mask.tif,0
613,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_34.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_34_mask.tif,0
614,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_40.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_40_mask.tif,0
615,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_9.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_9_mask.tif,0
616,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_35.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_35_mask.tif,0
617,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_11.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_11_mask.tif,0
618,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_17.tif,./data/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_17_mask.tif,1
